"JobName","Result","DataSize(GB)","BackupSize(GB)","DedupRatio","CompressRatio","Date"
"VMware - Linux VMs","Warning","0.01","0.03","1x","0.6x","12/19/2019 12:00:22 PM"
"VMware - Linux VMs","Warning","0.01","0.02","1x","0.5x","12/19/2019 1:00:13 PM"
"VMware - Linux VMs","Warning","0.01","0.02","1x","0.4x","12/19/2019 2:00:14 PM"
"VMware - Linux VMs","Warning","0.02","0.03","1x","0.8x","12/19/2019 3:00:23 PM"
"VMware - Linux VMs","Success","0.02","0.03","1x","0.8x","12/19/2019 4:00:09 PM"
"VMware - Linux VMs","Success","0.01","0.02","1x","0.4x","12/19/2019 5:00:18 PM"
"VMware - Linux VMs","Success","0.01","0.02","1x","0.4x","12/19/2019 6:00:15 PM"
"VMware - Linux VMs","Success","0.01","0.02","1x","0.5x","12/19/2019 7:00:13 PM"
"VMware - Linux VMs","Success","0.01","0.02","1x","0.4x","12/19/2019 8:00:06 PM"
"VMware - Linux VMs","Success","0.01","0.02","1x","0.4x","12/19/2019 9:00:17 PM"
"VMware - Linux VMs","Success","0.02","0.03","1x","0.7x","12/19/2019 10:00:03 PM"
"VMware - Linux VMs","Success","0.01","0.02","1x","0.4x","12/19/2019 11:00:13 PM"
"VMware - Linux VMs","Success","0.01","0.02","1x","0.4x","12/20/2019 12:00:20 AM"
"VMware - Linux VMs","Success","0.02","0.03","1x","0.6x","12/20/2019 1:00:07 AM"
"VMware - Linux VMs","Success","0.01","0.02","1x","0.5x","12/20/2019 2:00:17 AM"
"VMware - Linux VMs","Success","0","0.02","1x","0.2x","12/20/2019 3:00:11 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.3x","12/20/2019 4:00:22 AM"
"VMware - Linux VMs","Success","0.01","0.02","1x","0.4x","12/20/2019 5:00:08 AM"
"VMware - Linux VMs","Success","0.02","0.03","1x","0.7x","12/20/2019 6:00:14 AM"
"VMware - Linux VMs","Success","0.01","0.02","1x","0.4x","12/20/2019 7:00:22 AM"
"VMware - Linux VMs","Success","0.01","0.02","1x","0.4x","12/20/2019 8:00:10 AM"
"VMware - Linux VMs","Success","0.01","0.02","1x","0.5x","12/20/2019 9:00:02 AM"
"VMware - Linux VMs","Success","0.01","0.02","1x","0.4x","12/20/2019 10:00:01 AM"
"VMware - Linux VMs","Success","0.01","0.02","1x","0.4x","12/20/2019 11:00:21 AM"
"VMware - Linux VMs","Success","0.01","0.02","1x","0.4x","12/20/2019 12:00:13 PM"
"VMware - Linux VMs","Success","0.02","0.03","1x","0.6x","12/20/2019 1:00:00 PM"
"VMware - Linux VMs","Success","0.01","0.02","1x","0.4x","12/20/2019 2:00:08 PM"
"VMware - Linux VMs","Success","0.04","0.03","1x","1.1x","12/21/2019 2:00:15 AM"
"VMware - Linux VMs","Success","0.07","0.05","1x","1.5x","12/22/2019 2:00:08 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.3x","12/23/2019 2:00:21 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.4x","12/24/2019 2:00:09 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.3x","12/25/2019 2:00:00 AM"
"VMware - Linux VMs","Success","0.06","0.05","1x","1.4x","12/26/2019 2:00:09 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.3x","12/27/2019 2:00:01 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","12/28/2019 2:00:04 AM"
"VMware - Linux VMs","Success","0.07","0.05","1x","1.5x","12/29/2019 2:00:08 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.4x","12/30/2019 2:00:05 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","12/31/2019 2:00:08 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.4x","1/1/2020 2:00:21 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","1/2/2020 2:00:22 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.4x","1/3/2020 2:00:21 AM"
"VMware - Linux VMs","Success","0.07","0.05","1x","1.5x","1/4/2020 2:00:06 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","1/5/2020 2:00:13 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","1/6/2020 2:00:00 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.4x","1/7/2020 2:00:10 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","1/8/2020 2:00:00 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.4x","1/9/2020 2:00:20 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.4x","1/10/2020 2:00:16 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.4x","1/11/2020 2:00:17 AM"
"VMware - Linux VMs","Success","0.07","0.05","1x","1.5x","1/12/2020 2:00:12 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.4x","1/13/2020 2:00:13 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.4x","1/14/2020 2:00:10 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.4x","1/15/2020 2:00:09 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.3x","1/16/2020 2:00:09 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.4x","1/17/2020 2:00:14 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.4x","1/18/2020 2:00:22 AM"
"VMware - Linux VMs","Success","0.07","0.05","1x","1.5x","1/19/2020 2:00:17 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","1/20/2020 2:00:20 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.3x","1/21/2020 2:00:18 AM"
"VMware - Linux VMs","Success","0.07","0.05","1x","1.5x","1/22/2020 2:00:03 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.4x","1/23/2020 2:00:18 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.3x","1/24/2020 2:00:19 AM"
"VMware - Linux VMs","Success","0.07","0.05","1x","1.4x","1/25/2020 2:00:14 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.5x","1/26/2020 2:00:06 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.4x","1/27/2020 2:00:06 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.3x","1/28/2020 2:00:09 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.4x","1/29/2020 2:00:08 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.4x","1/30/2020 2:00:18 AM"
"VMware - Linux VMs","Success","0.07","0.05","1x","1.4x","1/31/2020 2:00:06 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.5x","2/1/2020 2:00:00 AM"
"VMware - Linux VMs","Success","0.4","0.22","1x","1.9x","2/2/2020 2:00:00 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","0x","2/3/2020 2:00:03 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","2/3/2020 2:19:25 AM"
"VMware - Linux VMs","Success","0.08","0.04","1x","1.9x","2/4/2020 2:00:10 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","1x","2/5/2020 2:00:18 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","1x","2/5/2020 2:15:41 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","1x","2/5/2020 2:26:49 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","1x","2/5/2020 2:38:02 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","1x","2/6/2020 2:00:07 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","1x","2/6/2020 2:16:04 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","1x","2/6/2020 2:27:28 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","1x","2/6/2020 2:38:50 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","1x","2/7/2020 2:00:14 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","1x","2/7/2020 2:15:24 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","1x","2/7/2020 2:26:39 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","1x","2/7/2020 2:37:54 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","1x","2/8/2020 2:00:10 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","1x","2/8/2020 2:15:40 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","1x","2/8/2020 2:26:55 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","1x","2/8/2020 2:38:08 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","1x","2/9/2020 2:00:08 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","1x","2/9/2020 2:15:36 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","1x","2/9/2020 2:26:48 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","1x","2/9/2020 2:38:00 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","1x","2/10/2020 2:00:08 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","1x","2/10/2020 2:15:52 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","1x","2/10/2020 2:29:31 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","1x","2/10/2020 2:43:49 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","1x","2/10/2020 11:47:08 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","1x","2/10/2020 11:49:12 AM"
"VMware - Linux VMs","Success","20","0.87","14.2x","1.6x","2/10/2020 1:10:36 PM"
"VMware - Linux VMs","Success","0.04","0.03","1x","1.3x","2/11/2020 2:00:02 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","2/12/2020 2:00:20 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","2/13/2020 2:00:01 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","2/15/2020 2:00:03 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.7x","2/16/2020 2:00:22 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","2/17/2020 2:00:04 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","2/18/2020 2:00:05 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","2/19/2020 2:00:09 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","2/20/2020 2:00:17 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","2/21/2020 2:00:20 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.6x","2/22/2020 2:00:15 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.7x","2/23/2020 2:00:22 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","2/24/2020 2:00:06 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.6x","2/25/2020 2:00:17 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","2/26/2020 2:00:08 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","2/27/2020 2:00:16 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","2/28/2020 2:00:08 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","2/29/2020 2:00:19 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","0x","3/1/2020 2:00:08 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.7x","3/1/2020 2:17:09 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.6x","3/2/2020 2:00:06 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","3/3/2020 2:00:04 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","3/4/2020 2:00:22 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","0x","3/5/2020 2:00:11 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.5x","3/5/2020 2:17:40 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","3/6/2020 2:00:23 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","3/7/2020 2:00:04 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.6x","3/8/2020 3:00:09 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.6x","3/9/2020 2:00:01 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","3/10/2020 2:00:17 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","3/11/2020 2:00:04 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","3/12/2020 2:00:23 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","3/13/2020 2:00:14 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","3/14/2020 2:00:10 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.7x","3/15/2020 2:00:14 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.7x","3/16/2020 2:00:09 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.7x","3/17/2020 2:00:02 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","3/18/2020 2:00:13 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","3/19/2020 2:00:01 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","3/20/2020 2:00:01 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","3/21/2020 2:00:15 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.7x","3/22/2020 2:00:04 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","3/23/2020 2:00:06 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","3/24/2020 2:00:18 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","3/25/2020 2:00:00 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","3/26/2020 2:00:04 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","3/27/2020 2:00:08 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","3/28/2020 2:00:13 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.7x","3/29/2020 2:00:17 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","3/30/2020 2:00:02 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","3/31/2020 2:00:15 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","4/1/2020 2:00:02 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","4/2/2020 2:00:01 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.7x","4/3/2020 2:00:05 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","4/4/2020 2:00:14 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.7x","4/5/2020 2:00:09 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","4/6/2020 2:00:20 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.7x","4/7/2020 2:00:17 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","4/8/2020 2:00:01 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","4/9/2020 2:00:06 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","4/10/2020 2:00:17 AM"
"VMware - Linux VMs","Success","0.08","0.04","1x","1.9x","4/11/2020 2:00:13 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.7x","4/12/2020 2:00:04 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.5x","4/13/2020 2:00:11 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","4/14/2020 2:00:10 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","4/15/2020 2:00:03 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","4/16/2020 2:00:07 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","4/17/2020 2:00:05 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","4/18/2020 2:00:08 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.7x","4/19/2020 2:00:05 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","4/20/2020 2:00:21 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","4/21/2020 2:00:01 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","4/22/2020 2:00:06 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","4/23/2020 2:00:08 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.7x","4/24/2020 2:00:03 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","4/25/2020 2:00:11 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.7x","4/26/2020 2:00:04 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","4/27/2020 2:00:22 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","4/28/2020 2:00:09 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","4/29/2020 2:00:05 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","4/30/2020 2:00:22 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.7x","5/1/2020 2:00:21 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.5x","5/2/2020 2:00:17 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.7x","5/3/2020 2:00:07 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.7x","5/4/2020 2:00:17 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","5/5/2020 2:00:16 AM"
"VMware - Linux VMs","Success","0.09","0.05","1x","1.9x","5/6/2020 2:00:05 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","5/7/2020 2:00:00 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","5/8/2020 2:00:14 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","5/9/2020 2:00:22 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","5/10/2020 2:00:12 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.5x","5/11/2020 2:00:18 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","5/12/2020 2:00:06 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","5/13/2020 2:00:05 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.7x","5/14/2020 2:00:19 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.5x","5/15/2020 2:00:00 AM"
"VMware - Linux VMs","Failed","0","0.02","1x","0x","5/16/2020 2:00:15 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","5/16/2020 2:17:09 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.7x","5/17/2020 2:00:07 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.5x","5/18/2020 2:00:19 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","5/19/2020 2:00:16 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","5/20/2020 2:00:20 AM"
"VMware - Linux VMs","Success","0.08","0.04","1x","2x","5/21/2020 2:00:13 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.7x","5/22/2020 2:00:17 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.6x","5/23/2020 2:00:20 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","5/24/2020 2:00:14 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.5x","5/25/2020 2:00:01 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","5/26/2020 2:00:02 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","5/27/2020 2:00:05 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","5/28/2020 2:00:17 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","5/29/2020 2:00:15 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.5x","5/30/2020 2:00:11 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.7x","5/31/2020 2:00:22 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.5x","6/1/2020 2:00:08 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","6/2/2020 2:00:07 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","6/3/2020 2:00:08 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","6/4/2020 2:00:14 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","6/5/2020 2:00:13 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","6/6/2020 2:00:07 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.7x","6/7/2020 2:00:20 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.6x","6/8/2020 2:00:03 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","6/9/2020 2:00:08 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","6/10/2020 2:00:15 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","6/11/2020 2:00:20 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","6/12/2020 2:00:16 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","6/13/2020 2:00:17 AM"
"VMware - Linux VMs","Success","0.22","0.14","1x","1.6x","6/14/2020 2:00:17 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","6/15/2020 2:00:13 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.5x","6/16/2020 2:00:17 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","6/17/2020 2:00:19 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.7x","6/18/2020 2:00:05 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.5x","6/19/2020 2:00:09 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","6/20/2020 2:00:14 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.7x","6/21/2020 2:00:04 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.5x","6/22/2020 2:00:11 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.6x","6/23/2020 2:00:22 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.6x","6/24/2020 2:00:20 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","6/25/2020 2:00:17 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.6x","6/26/2020 2:00:17 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","6/27/2020 2:00:13 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.6x","6/28/2020 2:00:16 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","6/29/2020 2:00:21 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","6/30/2020 2:00:18 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.5x","7/1/2020 2:00:01 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","7/2/2020 2:00:02 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.5x","7/3/2020 2:00:00 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","7/4/2020 2:00:14 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.6x","7/5/2020 2:00:07 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.6x","7/6/2020 2:00:07 AM"
"VMware - Linux VMs","Success","0.05","0.04","1x","1.5x","7/7/2020 2:00:13 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","7/8/2020 2:00:19 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","7/9/2020 2:00:23 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.6x","7/10/2020 2:00:00 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","7/11/2020 2:00:22 AM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.7x","7/12/2020 2:00:14 AM"
"VMware - Linux VMs","Success","0.06","0.04","1x","1.5x","7/13/2020 2:00:18 AM"
"VMware - Linux VMs","Success","0.08","0.04","1x","1.9x","7/14/2020 2:00:02 AM"
"VMware - Linux VMs","Success","0.05","0.03","1x","1.4x","7/14/2020 4:15:28 PM"
"VMware - Linux VMs","Success","0.07","0.04","1x","1.8x","7/15/2020 2:00:06 AM"
"VMware - Linux VMs","Failed","0","0","1x","1x","7/16/2020 2:00:03 AM"
"VMware - Linux VMs","Failed","0","0","1x","1x","7/16/2020 2:10:53 AM"
"VMware - Linux VMs","Success","0.09","0.05","1x","2x","7/16/2020 2:21:36 AM"
"VMware - Linux VMs","Success","0.09","0.05","1x","2x","7/17/2020 2:00:23 AM"
"VMware - Linux VMs","Success","0.08","0.04","1x","1.9x","7/18/2020 2:00:22 AM"
"VMware - Linux VMs","Success","0.09","0.05","1x","2x","7/19/2020 2:00:15 AM"
"VMware - Linux VMs","Success","0.08","0.04","1x","1.9x","7/20/2020 2:00:22 AM"
"VMware - Linux VMs","Success","0.09","0.05","1x","2x","7/21/2020 2:00:02 AM"
"VMware - Linux VMs","Success","0.08","0.04","1x","1.9x","7/22/2020 2:00:06 AM"
"VMware - Linux VMs","Success","0.09","0.05","1x","2x","7/23/2020 2:00:15 AM"
"VMware - Linux VMs","Success","0.08","0.04","1x","1.9x","7/24/2020 2:00:17 AM"
"VMware - Linux VMs","Success","0","0.02","1x","0x","7/24/2020 5:12:12 PM"
"VMware - Linux VMs","Success","0","0.02","1x","0x","7/25/2020 2:00:12 AM"
"VMware - Linux VMs","Success","0","0.02","1x","0x","7/26/2020 2:00:17 AM"
"VMware - Linux VMs","Success","0","0.02","1x","0x","7/27/2020 2:00:02 AM"
"VMware - Linux VMs","Success","0","0.02","1x","0x","7/28/2020 2:00:00 AM"
"VMware - Linux VMs","Success","0","0.02","1x","0x","7/29/2020 2:00:07 AM"
"VMware - Linux VMs","Success","0","0.02","1x","0x","7/30/2020 2:00:03 AM"
